id	name	code	hsn	tax_pct
2185	HARPIC FLUSH MARINE COMBO	8901396155751	34025000	18.00
2186	HARPIC FLUSH CITRUS SINGLE	8901396155720	38089400	18.00
2187	HARPIC FLUSH CITRUS COMBO	8901396155706	34025000	18.00
2188	HARPIC DRAIN POWDER	8901396154921	38089400	18.00
2189	HARPIC DRAIN XPERT POWDER 45G	8901396154914	34025000	18.00
2190	HARPIC RED 500ML	8901396153306	38089400	18.00
2191	HARPIC CLN FLORAL 500ML	8901396153108	38089400	18.00
2192	HARPIC BATHROOM CLEANER 1L	8901396152804	NA	18.00
2193	HARPIC 200ML	8901396152002	38089400	18.00
2194	HARPIC  500ML	8901396151005	NA	18.00
2195	LIZOL SHAKTI ROSE	8901396149200	38089400	18.00
2196	LIZOL SHAKTI AQUA	8901396149101	38089400	18.00
2197	LIZOL FLORAL 200ML	8901396147008	38089400	18.00
2198	LIZOL 625ML	8901396146902	38089400	18.00
2199	LIZOL FLORAL 159/-	8901396146803	38089400	18.00
2200	LIZOL CITRUS 200ML	8901396146001	38089400	18.00
2201	LIJOL NEEM 123/-	8901396142409	38089400	18.00
2202	LISOL FLORAL CLEANER 975ML	8901396140009	38089400	18.00
2203	LISOL  CITRUS  CLEANER	8901396139003	38089400	18.00
2204	LIZOL JASMINE 500ML	8901396122500	38089400	18.00
2205	LIZOL JASMINE 200ML	8901396121503	38089400	18.00
2206	LIZOL LAVENDER 500ML	8901396117407	38089400	18.00
2207	LIJOL  FLORAL CLEANER 1.8L	8901396116257		18.00
2208	LIZOL FLORAL 2L COMBO	8901396116158	38089400	18.00
2209	LIGOL CITRUS  SURFACE CLEANER 1.8 L	8901396115267		18.00
2210	LIGOL  FRESH FLORAL CLEANER 700ML	8901396113249	38089400	18.00
2211	LIZOL FLORAL 500ML	8901396113003	38089400	18.00
2212	LIZOL SANDAL 500ML	8901396112501	38089400	18.00
2213	LIZOL CITRUS 500ML	8901396112006	38089400	18.00
2214	CHERRY POLISH SHINE NEUTRAL	8901396062417	34051000	18.00
2215	CHERRY POLISH SHINE BLACK	8901396062400	34051000	18.00
2216	CHERRY MORE SHINE NUTRAL 75ML	8901396062301	34051000	18.00
2217	CHERRY POLISH TAN 75ML	8901396056003	34051000	18.00
2218	CHERRY BLACK POLISH 75ML	8901396055006	34051000	18.00
2219	BLACK SHOE CREAM CHERRY 48G	8901396054108		18.00
2220	CHERRY BLOSSOM DARK TAN 15G	8901396054009	34051000	18.00
2221	CHERRY POLISH WAX TAN 40G	8901396053002	34051000	18.00
2222	CHERRY POLISH WAX BLACK 15G	8901396052005	34051000	18.00
2223	CHERRY POLISH BLACK 40G	8901396051008	34051000	18.00
2224	VANISH 15/-	8901396044505	34025000	18.00
2225	VANISH OXI ACTION 800 ML	8901396040804	34025000	18.00
2226	VANISH OXI ACTION 400ML	8901396040705	34022010	18.00
2227	VANUSH OXI 180ML	8901396040606	34025000	18.00
2228	ALPENLIEBE GOLD	8901393015843	17049020	18.00
2229	SILVER SPARKS  20/-	8901361405867	9603	18.00
2230	SCOTCH BRITE SUPER STRONG	8901361405256	9603	18.00
2231	SCROTCH BRITE 30/	8901361403955	7323	18.00
2232	SCOTCH BRITE SILVER SPARKS	8901361403290	9603	18.00
2233	SCOTCH MAGIC TAPE DISPENSOR	8901361403108		18.00
2234	SILVER SPARKS POWER SCOTCH BRITE 20/-	8901361372565	9603	18.00
2235	SILVER SPARKS 10/	8901361372558	9603	18.00
2236	SILVER SPEARKS SCOTCH BRITE 20/-	8901361372541	9603	18.00
2237	TOUCH SCRUBBER 170/-	8901361306010	9603	18.00
2238	BATHROOM SCRUBBER BRUSH	8901361304269	NA	18.00
2239	SCOTCH BRITE 3	8901361303729	7323	18.00
2240	SCOTCH BRITE SPONG WIPE	8901361300339	3921	18.00
2241	NAPTHALENE 200GM	8901337327629	NA	18.00
2242	NAPHTHALENE 100GM	8901337311154	NA	18.00
2243	NATARAJ ERASER 20PCS	8901324460179	96091000	12.00
2244	APSARA DARK PENCIL PLATINUM	8901324055795	96091000	12.00
2245	APSARA SHARPNER	8901324003369	96091000	12.00
2246	COLGATE VISIBLE WHITE  DAILY 100+20G	8901314868091	33061020	18.00
2247	COLGATE EXTRA SOFT MINIONS COMBO	8901314867155	960321	18.00
2248	COLGATE VISILE  WHITE PURPLE	8901314866219	33061020	18.00
2249	COLGATE ACTIVE  SALT 16G	8901314865540	30049011	18.00
2250	COLGATE MAX FRESH 150G B	8901314861245	30049011	18.00
2251	COLGATE MAX FRESH 150G R	8901314860484	33061020	18.00
2252	COLGATE TOTAL PASTE BRUSH COMBO	8901314857644	33061020	18.00
2253	COLGATE TOTAL ACTIVE  PREVENTION 150G	8901314857637	33061020	18.00
2254	COLGATE TOTAL SENSITIVE 150G	8901314857613	33061020	18.00
2255	COLGATE TOTAL TOOTHPASTE	8901314850805	33061020	18.00
2256	COLGATE GENTLE BRUSH COMBO	8901314840158	960321	18.00
2257	COLGATE MAX FRESH 81G	8901314839152	33061020	18.00
2258	COLGATE MAXFRESH 1	8901314823304	NA	18.00
2259	COLGATE MAXFRESH 38GM	8901314798022	NA	18.00
2260	PALMOLIVE AROMA FORVER HAPPY 250ML	8901314796820	34011309	18.00
2261	COLGATE 16GM	8901314786241	33061020	18.00
2262	COLGATE STRONG TEETH 100G	8901314765352	33061020	18.00
2263	COLGATE STRONG TEETH 150G	8901314765338	33061020	18.00
2264	COLGATE  STRONG TEETH 300G	8901314765321	30049011	18.00
2265	COLGATE STRONG TEETH 200G	8901314765314	30049011	18.00
2266	COLGATE STRONG TEETH 40G	8901314717429	33061020	18.00
2267	COLGATE ZIG ZAG MEDIUM	8901314710598	960321	18.00
2268	COLGATE MAXFRESH 70.11G	8901314695543	33061020	18.00
2269	COLGATE VADSHAKTI 140G	8901314691668	33061020	18.00
2270	COLGATE BATMEN	8901314575821	33061020	18.00
2271	COLGATE KIDS BARBIE	8901314575814	33061020	18.00
2272	SENSITIVE ULTRA SOFT 62	8901314544964	NA	18.00
2273	COLGATE ZIG ZAG CHRCL	8901314537669	960321	18.00
2274	COLGATE ZIG ZAG BRUSH	8901314537652	960321	18.00
2275	COLGATE ZIG ZAG CHARCOAL	8901314525055	96032100	18.00
2276	COLGATE CHARCOAL BRUSH SET	8901314517999	960321	18.00
2277	PALMOLIVE AROMA SWR SENSUAL  750ML	8901314502230	34013090	18.00
2278	PALMOLIVE LMNS OILS SWR GEL RJV 750ML	8901314502223	34013019	18.00
2279	PALMOLIVE ARMA ABSOLUT RELAX SWR 750 ML	8901314502193	34013090	18.00
2280	PAMOLIVE LUMI OILS REJUV SHW 250ML	8901314502117	34013090	18.00
2281	PALMOLIV AROMA MRNG TONIC 250ML	8901314502049	34013090	18.00
2282	COLGATE ZIG ZAG PACK	8901314308436	960321	18.00
2283	MOTU PATLU COLGATE	8901314308009	NA	18.00
2284	COLGATE N	8901314307477	NA	18.00
2285	COLGATE SUPER FLXI 18/-	8901314200044	33061020	18.00
2286	COLGATE BRUSH SUPER FLEXI	8901314200037	960321	18.00
2287	COLGATE SENSETIVE COMBO	8901314117250	960321	18.00
2288	COLGATE KIDS 0.2	8901314116123	NA	18.00
2289	COLGATE  MAX FRESH 250ML	8901314077981	33069000	18.00
2290	COLGATE VISIBLE WHITE 50G	8901314077783	30049011	18.00
2291	COLGATE MAX FRESH  100ML	8901314077509	33069000	18.00
2292	PAIN OUT 10G	8901314028815	30049011	18.00
2293	COLGATE BARBIE	8901314022653	33061020	18.00
2294	COLGATE ACTIVE SALT 100G	8901314009586	30049011	18.00
2295	COLGATE ACTIVE SALT 200G	8901314009081	33061020	18.00
2296	VOLINI SPRAY 62GM	8901296067499	NA	12.00
2297	VOLINI SPRAY 15GM	8901296024690	NA	12.00
2298	VOLINI PAIN RELIEF GEL 30GM	8901296016831	NA	12.00
2299	VICCO SEHSO BUY3GET 1 FREE BRUSH	8901288104058	21011110	18.00
2300	VICCO  SENSO BRUSH 48/-	8901288100050	96032100	18.00
2301	VICCO TURMERIC OIL 70G	8901288030708	30049011	18.00
2302	VICCO TURMERIC 50GM	8901288030500	30049011	18.00
2303	VICCO TURMERIC 30GM	8901288030302	30049011	18.00
2304	VICCO TURMERIC 15g	8901288030159	300490	18.00
2305	VICCO VAJRADANTI PASTE  200G	8901288012001	33061020	18.00
2306	VICCO VAJRADANTI PASTE 100G	8901288011004	30049011	18.00
2307	MYSORE SANDAL GOLD 72 PER G	8901287101010	NA	18.00
2308	MYSRE SNDL SP 150Gm	8901287100419	34011190	5.00
2309	MYSORE SANDAL SOAP 75GM	8901287100013	34011190	18.00
2310	PARK AVENUE TUSCANY BLOOM 120ML	8901277020529	33030090	18.00
2311	PARK AVENUE ATLANTIC WAVE 120ML	8901277020505	33030090	18.00
2312	PARK AVENUE OUD	8901277020192	3303	18.00
2313	PARK AVENUE POCKET PERFUME VOYAGE	8901277019776	NA	18.00
2314	SAVANNA FRESH	8901277019707		18.00
2315	PARK AVENUE VOYAGE 50ML	8901277017574	33030090	18.00
2316	PARK AVENUE GOOD MORNING 50ML	8901277017567	33072000	18.00
2317	BEER SHAMPOO HAIR FFALL	8901277017475	3307	18.00
2318	PARK AVENUE DISCOVER	8901277017437	3307	18.00
2319	PARK NEO 150 ML	8901277017086	3307	18.00
2320	PARK AVENUE AMAZON WOODS 120ML	8901277017048	33072000	18.00
2321	PARK AVENUE VOYAGE	8901277016997	3307	18.00
2322	PARK AVENUE POCKET PERFUME GOOD MORNING	8901277016584	33030050	18.00
2323	PARK AVENUE ULTIMATE 130ML	8901277016362	33072000	18.00
2324	PARK AVENUE EUPHORIA 50ML	8901277015815	33030090	18.00
2325	PARK AVENUE CONQUER 50ML	8901277015792	33072000	18.00
2326	PARK AVENUE EUPHORIA 100ML	8901277015785	33072000	18.00
2327	PARK AVENUE  HARMONY  100ML	8901277015778	33072000	18.00
2328	PARK AVENUE CONQUER  100ML	8901277015761	33072000	18.00
2329	PARK  AVENUE SHAVE LOTION	8901277015310		18.00
2330	PARK AVENUE SOAP PURE LUXURY	8901277014573	3401	18.00
2331	PARK AVENUE SOAP GM	8901277014542	3401	18.00
2332	PARK AVENUE REGAL	8901277013729	33072000	18.00
2333	PARK AVENUE ICON 130ML	8901277013705	33074900	18.00
2334	BEER SHINY & BOUNCY	8901277013040	3401	18.00
2335	BEER DAMAGE SHAMPOO	8901277012685	3305	18.00
2336	PARK AVENUE GM SOAP	8901277012654	3401	18.00
2337	PARK AVENUE GOOD MORNING SHAVING CREAM	8901277012449	3307	18.00
2338	PARK AVENUE CLASSIC SHVING CREAM	8901277012401	3307	18.00
2339	PARK AVENUE DEO STORM 150ML	8901277011497	33072000	18.00
2340	PARK AVENUE CB	8901277008442	3307	18.00
2341	PARK AVENUE GM	8901277007087	3303	18.00
2342	PARK  AVENUE  SHAVE LOTION 50ML	8901277005113		18.00
2343	CAVIFAST  L	8901270002027		18.00
2344	CAVISAN medicated dental cr. L	8901270001020		18.00
2345	CAVIFAST  S	8901270000085		18.00
2346	CAVISAN  S	8901270000078		18.00
2347	AMULSPRAY 6/-	89012662080286		12.00
2348	AMUL COW	8901262260374	NA	5.00
2349	AMUL TAJA MILK	8901262260121	04012000	5.00
2350	AMUL GOLD	8901262260107	04012000	5.00
2351	AMUL MASTI 1KG	8901262200677	NA	5.00
2352	AMUL DAHI	8901262200622	04012000	0.00
2353	AMUL DAHI SMALL	8901262200271	NA	0.00
2354	AMUL MASTI BUTTERMILK 200ML	8901262200196	0403	0.00
2355	AMUL LASSI 200ML	8901262200189	0403	0.00
2356	AMUL PANEER 92/	8901262180115	NA	5.00
2357	AMUL MALAI PANEER 200G	8901262180016	0406	5.00
2358	AMUL KOOL BADAM FLAVOUR	8901262152242	80402	0.00
2359	AMUL KOOL ROSE FLAVOUR	8901262152235	90402	0.00
2360	AMUL KOOL KESAR 180ML	8901262152211	0402	5.00
2361	AMUL KADHAI DOODH  200ML	8901262151931	0402	0.00
2362	AMUL FRESH CREAM 250ML	8901262151863	0401	0.00
2363	AMUL LASSI 25/-	8901262151696	04039010	0.00
2364	AMUL KOOL THANDAL FLAVOR 180ML	8901262151412	0402	12.00
2365	AMUL COOL KESAR 180ML	8901262151375	0402	0.00
2366	AMUI KOOL CAFE CLASSIC 200ML	8901262151306	0402	18.00
2367	AMUL GOLD 1L	8901262150989	0401	5.00
2368	AMUL KOOL COFE MILK COFFEE 200ML	8901262150477	0402	5.00
2369	AMUL TAZA 1L	8901262150064	0401	0.00
2370	DELICIOUS 100GM	8901262140041	1517	18.00
2371	DELICIOUS	8901262140034	1517	18.00
2372	AMUL MITHAI MATE 400G	8901262120029	04022920	5.00
2373	AMUL MITHAI MATE 200GM	8901262120005	04022920	5.00
2374	AMULYA DAIRY WHITENER 10GM	8901262090421	04022990	5.00
2375	AMULYA DAIRY WHITENER 20GM	8901262090414	04022990	5.00
2376	Amulya Dairy Whitener 200GM	8901262090346	0402	5.00
2377	Amulya Dairy whitener	8901262090322	0402	5.00
2378	AMULYA DAIRY 1KG	8901262090315	0402	12.00
2379	AMULSPRAY 10/-	8901262080279	04022990	0.00
2380	AMULSPRAY 200GM	8901262080118	04022990	0.00
2381	AMUISPRAY 1KG	8901262080101	0402	18.00
2382	AMULSPRAY 500GM	8901262080057	0402	12.00
2383	AMUL DARK CHOCOLATE 125G	8901262072670	1806	18.00
2384	AMUL CHOCOLATE SYRUP 30G	8901262071062	1806	18.00
2385	AMUL SUGARFREE DARK CHOCOLATE 150G	8901262071048	1806	5.00
2386	AMUL DARK CHOCOLATE150G	8901262070676	1806	18.00
2387	AMUL CHOCOMINIS 250g	8901262070546	1806	18.00
2388	AMUL FRUIT N NUT DARK CHOCOLATE	8901262070539	1806	18.00
2389	DARK CHOCOLATE  35G	8901262070454	1806	18.00
2390	AMUL MILK CHOCOLATE 20G	8901262070331	1806	18.00
2391	FRUIT N NUT CHOCOLATE	8901262070058	1806	18.00
2392	MILK CHOCOLATE	8901262070010	1806	18.00
2393	AMUL PURE GHEE	8901262030700	04059020	12.00
2394	AMUL GHEE	8901262030519	04051000	12.00
2395	AMUL DICED CHEESE	8901262020558	0406	12.00
2396	AMUL CHEESE SLICE  100G	8901262020046	0406	5.00
2397	AMUL CHEESE 200GM	8901262020039	0406	12.00
2398	AMUL CHEESE  SLICES 200G	8901262020015	0406	5.00
2399	AMUL BUTTER 50GM	8901262010726	0405	12.00
2400	AMUL BUTTER 200G	8901262010320	0405	12.00
2401	AMUL BUTTER 500GM	8901262010023	0405	12.00
2402	AMUL BUTTER 100G	8901262010016	0405	12.00
2403	FAST RELIEF 15ML	8901248763011	300490	12.00
2404	ZANDU ULTRA POWER BALM 25ML	8901248701419		18.00
2405	ZANDU ULTRA POWER BALM RED 8ML	8901248701129	30049011	18.00
2406	ZANDU BALM	8901248701112	30049011	12.00
2407	ZANDU BALM 8ML (S) GREEN	8901248701105	30049011	12.00
2408	KESH KING GOLD AYURVEDIC OIL 100ML	8901248297318	30049011	18.00
2409	KESH KING GOLD AYURVEDIC OIL 50ML	8901248297301	30049011	18.00
2410	KESH KING OIL 300ML	8901248297127	300490	18.00
2411	KESH KING OIL 100M	8901248297110	300490	18.00
2412	SMART AND HANDSOME FACE WASH 50G	8901248283076	34013090	18.00
2413	VASOCARE 25ML	8901248275040	30049011	18.00
2414	BORO PLUS  VASOCARE 50ML	8901248275033	30049011	18.00
2415	EMAMI MUSTRAD OIL 1L	8901248270298	15159040	5.00
2416	EMAMI HE POCKET 18ML	8901248268530	33030090	18.00
2417	EMAMI 7 OIL 200ML	8901248257374	33059011	18.00
2418	EMAMI 7 OILS 100ML	8901248257329	33059011	18.00
2419	7OILS IN ONE	8901248257312	33059011	18.00
2420	SMART AND HANDSOME BRIGHTNING CREAM 60G	8901248253550		18.00
2421	FAR N HNDSM CRM 30G	8901248253543	33049910	18.00
2422	SMART AND HANDSOME 15G	8901248253536	NA	18.00
2423	SMART AND HANDSOME  BRIGHTENING CREAM 8G	8901248253529	33049910	18.00
2424	KESH KING GOLD ANTI HAIR SHAMPOO	8901248240635	30049011	18.00
2425	KESH KING GOLD AHTI HAIRFALL SHAMPOO 200ML	8901248240628	30049011	18.00
2426	KESH KINNG GOLD ANTI - HAIRFALL SHAMOO 80ML	8901248240611	30049011	18.00
2427	KESHKING 340 ML	8901248240284	30049011	18.00
2428	KESH KING SAMPOO	8901248240277	300490	18.00
2429	SMALL KESH KING SHAMPO	8901248240260	300490	18.00
2430	MENTHO PLUS  L	8901248226189	30049011	18.00
2431	MENTHO PLUS	8901248226080	NA	18.00
2432	DERMICOOL FREE POWDER	8901248164276	30049011	18.00
2433	DEARMI COOL 50GM	8901248164252	NA	18.00
2434	ORGANIC ALOE VERA GEL 150ML	8901248154116	33049990	18.00
2435	ORGANIC ALOE VERA GEL 60ML	8901248154109	33049990	18.00
2436	BEST CHOICE SOYABEAN OIL 650G	8901248152129	15079010	5.00
2437	HIMANI BEST CHOICE 1L MUSTARD	8901248146043	15149120	18.00
2438	BEST CHOICE REFINED SOYABEAN 750GM	8901248146029	15079010	5.00
2439	BORO PLUS BODY LOTION  100ML	8901248126533	30049011	18.00
2440	BORO PLUS  DOODH KESAR BODY LOTION 300ML	8901248126335	30049011	18.00
2441	NAVRATNA COOL TALC  ACTIVE   DEO 400G	8901248121521	33072000	18.00
2442	NAVRATNA COOL TALC	8901248121125	33073000	18.00
2443	NAVRATAN POWDER 100GM Free	8901248121088	330491	18.00
2444	ZANDU FAST RELIEF	8901248114240	30049099	12.00
2445	FAST RELIEF	8901248114233	30049011	12.00
2446	BORO PLUS LIP BALM	8901248107006	33049910	18.00
2447	NAVRATNA COLL TAL 450ML	8901248104821		18.00
2448	NRO270 ML	8901248104814	30049011	18.00
2449	NAVRATNA OIL 180ML	8901248104807	300490	5.00
2450	NAVRATNA OIL 100ML	8901248104791	30049011	18.00
2451	NAVRATNA OIL  50ML	8901248104784	300490	18.00
2452	BORO PLUS SOFT LIGHT MOISTURISING CREAM  25ML	8901248101745	33049910	18.00
2453	BOROPLUSH CREAM	8901248101424	30049011	18.00
2454	BPAC	8901248101110	30049011	18.00
2455	BOROPLUS CRM 45RS	8901248101103	30049011	18.00
2456	STREAX SERUM	8901247579958	NA	18.00
2457	STREAX CRAFT STRENGTH SHAMPOO	8901247579088	33051090	18.00
2458	ANTI SPLIT HAIR SERUM	8901247576346	33059090	18.00
2459	STREAX FRIZZ CONTROL HAIR SERUM 45ML	8901247576339	33059090	18.00
2460	STREAX ANTI SPLIT  HAIR SERUM BLO 25ML	8901247576322	33059050	18.00
2461	STREAX SHINE HAIR SERUM  260/-	8901247575653	33059090	18.00
2462	STRAX GLOSS HAIR SERUM	8901247575646	33059090	18.00
2463	STREAX HAMPOO HAIR COLOR BURGUNDY 20	8901247574922	33059040	18.00
2464	STREAX SHAMPOO HAIR COLOR DARK BROWN	8901247574908	NA	18.00
2465	STREAX INSTA SHAMPOO HAIR COLOR	8901247574892	33059040	18.00
2466	STREAX SHINE HAIR SERUM	8901247573994	33059090	18.00
2467	STREAX SHINE HAIR SERUM 25ML	8901247573987	33059090	18.00
2468	STREAX SCARLET RED HAIR KIT	8901247571785		18.00
2469	STREAX  CRIMSON RED HAI KIT	8901247571778		18.00
2470	STREAX GOLDEN BROWN HAIR COLOUR	8901247571754	33059040	18.00
2471	STREAX FLAME RED HAIR COLOUR	8901247571709	33059040	18.00
2472	STREAX  NATURAL BROWN  25ML	8901247571525		18.00
2473	STREAX GOLDEN BLOND HAIR COLOUR	8901247571495		18.00
2474	STREAX CINNAMON RED HAIR COLOUR	8901247571488	09061910	5.00
2475	STREAX WALNUT BROWN HAIR COLOUR	8901247571471	33059040	12.00
2476	STREAX REDDISH HAIR  COLOUR	8901247571457	33059040	18.00
2477	STREAX HAIR COLOUR BURGUNDY	8901247571440		18.00
2478	STREAX DARK BROWN 25ML	8901247571433		18.00
2479	STREAX NATURAL BLACK HAIR COLOUR	8901247571426	33059040	18.00
2480	STREAX SHINE HAIR SERUM  10ML	8901247571358	33059090	18.00
2481	VASMOL 33 S	8901247571211	330590	18.00
2482	STREAX  VIBRANT BLONDE HAIR KIT	8901247571143		18.00
2483	STREAX SOFT BLONDE  HAIR KIT	8901247571136	33059040	18.00
2484	VASMOL 33  L	8901247571013	330590	18.00
2485	STREAX ROSEMARY WATER 100ML	8901247333314	33059090	18.00
2486	STREAX ROSEMARY WATER 50ML	8901247333307	33059090	18.00
2487	STX SERU SHINE MUSK  14G	8901247333154		18.00
2488	STREAX BRIGHT &SHING FACE CREME 25G	8901247333147		18.00
2489	STREAX  FACE SERUM 7ML	8901247332768	33049990	18.00
2490	STREAX GLOSS HAIR SERUM 45ML	8901247332034	33059090	18.00
2491	STREAX SHAMPOO HAIR COLOUR	8901247331914	33051090	18.00
2492	STREAX SHINE HAIR SERUM 45ML	8901247331860	33059090	18.00
2493	STX SERUM SINE HAIR MASK 50G	8901247331471		18.00
2494	DEL MONTE TOMATO KETCHUP 450GM	8901246003492	21032000	12.00
2495	BAMBINO SEVIYAN 20/-	8901242199205	19021990	12.00
2496	BAMBINO ROASTED 10/-	8901242185208	NA	12.00
2497	BAMBINO 10/-	8901242176107	19021900	12.00
2498	BAMBINO SEASONS PASTA 400GM	8901242115403	19023010	12.00
2499	BAMBINO ROASTED VERMICELLI	8901242107101	19021900	12.00
2500	ISABGOL BAID 100GM	8901220004811		18.00
2501	KAMA SUTRA 10	8901216406346		18.00
2502	KAMA SUTRA 3	8901216100121		18.00
2503	HAJMOLA REGULAR	8901207900839	300490	12.00
2504	ODOMOS 100GM	8901207503801	380891	18.00
2505	ODOMOS  50GM	8901207503528	380891	18.00
2506	LAL DANT MANJAN 100GM	8901207091025	33061010	18.00
2507	HAJMOLA IMLI	8901207062865	300490	12.00
2508	DABUR RED PASTE 20RS	8901207055119	33061020	18.00
2509	DABUR CHYAWANPRAKASH SUGARFREE	8901207054372	30049011	5.00
2510	DUBUR CHYAWANPRASH  500G	8901207054341	300490	18.00
2511	DABUR CHYAWANPRASH AWALEHA  900G	8901207054327	300490	18.00
2512	DABUR KHAJUPRASH 2	8901207054303	30049011	18.00
2513	DABUR CHYAWANPRASH 500GM	8901207051524	300490	18.00
2514	HAJMOLA ZEERA MAST CHATPATA	8901207051449	22021090	12.00
2515	DABUR RED TOOTHPASTE 100GM	8901207050749	33061020	18.00
2516	DABUR KHAJURPRASH	8901207049880	30049011	18.00
2517	DABUR RED TOOTHPASTE 20/-	8901207049644	33061020	18.00
2518	ODONIL AIR FRSHNR PACK	8901207047961	NA	18.00
2519	HAJMOLA MR AAM	8901207046940	30049011	12.00
2520	SANI FRESH 50X CLEANER 220ML	8901207046650	38089400	18.00
2521	DUBUR ANMOL GOLD 175 ML	8901207045813	15131900	18.00
2522	DABUR STAISABGOL 90GM	8901207045400		18.00
2523	DABURSAT ISABGOL 45G	8901207045394	12119032	18.00
2524	DUBUR HONEY  50G	8901207045370	04090000	0.00
2525	DABUR OLIV -O-OIL  BODY OIL 500ML	8901207045004	33049990	18.00
2526	ODONIL GEL POCKET WILD FOREST 10GM	8901207043482	33074900	18.00
2527	ODONIL GEL POCKET FLORAL 10GM	8901207043475	33074900	18.00
2528	ODONIL GEL POCKET CITRUS BLO0M  10G	8901207043468	33074900	18.00
2529	ODONIL AIR FRESHENR 288 G	8901207042454	33074900	18.00
2530	DUBUR GINGER GARLIC PASTE 25G	8901207041518	20049000	5.00
2531	DABUR GULABARI 400GM	8901207040818	33030020	18.00
2532	GULABARI 250ML	8901207040801	330300	18.00
2533	GULABARI 120ML	8901207040795	330300	18.00
2534	DABUR CHYAWANPRASH 1KG	8901207040337	300490	18.00
2535	DADUR HAIR OIL 275ML	8901207038396	NA	18.00
2536	DABUR AMLA 180ML	8901207038389	33059011	18.00
2537	ODOMOS  25GM	8901207037955	380891	18.00
2538	DABUR ANMOL GOLD 160ML	8901207037573	15131900	18.00
2539	HAJMOLA LIMCOLA	8901207037054	30049011	12.00
2540	DABUR BABOOL TOOTHPASTE 175G	8901207036897	33061020	18.00
2541	ODONIL ROOM SPRAY SANDAL BOUQUET 220ML	8901207034046	33030090	18.00
2542	ODONIL CITRUS RM FRSHNA SPARY 220 ML	8901207033735	33074900	18.00
2543	ODONIL ROOM SPRAY LAVENDER MIST 220ML	8901207033728	33030090	18.00
2544	ODONIL ROOM SPRAY JASMINE FRESH 220ML	8901207033711	33030090	18.00
2545	ODONIL RROSE GAREN ROOM SPRAY	8901207033704	NA	18.00
2546	ODONIL OCEAN BREEZE ROOM SPRAY	8901207033681	NA	18.00
2547	REAL FRUIT POMEGRANATE 18OML	8901207032127	22029920	12.00
2548	REAL LITCHI 180ML	8901207032110	22029920	12.00
2549	REAL FRUIT GUAVA 180ML	8901207032103	22029920	12.00
2550	REAL FRUIT MANGO 180ML	8901207032097	22029920	12.00
2551	REAL APPLE 180ML	8901207032080	22029920	12.00
2552	DABUR GULABARI COLD CREAM 30ML	8901207031427	33049910	18.00
2553	DABUR LAL DANT MANJAN 150G	8901207029639	33061010	18.00
2554	ODONIL ZIPPER DAFFODIL 10GM	8901207029622	33074900	18.00
2555	ODONIL ZIPPER SCINTILLATING ROSE 10GM	8901207029615	33074900	18.00
2556	ODONIL ZIPPER CITRUS FRESH 10GM	8901207029608	33074900	18.00
2557	ODONIL ZIPPER JASMINE 10GM	8901207029592	33074900	18.00
2558	ODONIL ZIPPER LAVENDER 10GM	8901207029585	33074900	18.00
2559	SARSON AMLA 300ML	8901207028779	33059011	18.00
2560	SARSO AMLA HAIR OIL	8901207028625	33059011	18.00
2561	ODONIL ROOM SPRAY LAVENDER MIST 150ML	8901207027963	33074900	18.00
2562	ODONIL ROOM SPRAY JASMINE FRESH 150ML	8901207027949	33074900	18.00
2563	ODONIL ROOM SPRAY ROSE GARDEN 150ML	8901207027932	33074900	18.00
2564	DABUR RED 300G	8901207027420	33061020	18.00
2565	DABUR RED PAST 300GM	8901207027376	33061020	18.00
2566	DABUR RED PEST 135/-	8901207027321	33061020	18.00
2567	DUBUR RED  PASTE FOR TEETH AND GUMS 100G	8901207027307	33061020	18.00
2568	DABUR RED PESTE 100G	8901207027253	33061020	18.00
2569	DABUR HONEY SQUEEZY 225G	8901207026553	NA	0.00
2570	DABUR HONEY 500GM	8901207025372	04090000	0.00
2571	DABUR HONEY 250G	8901207025365	04090000	0.00
2572	HAJMOLA CHAT COLA	8901207024856	30049011	12.00
2573	ODOMOS FABRIC ROLL ON	8901207023422	38089191	18.00
2574	REAL FRUIT APPLE 1L	8901207021220	22029920	5.00
2575	HAJMOLA ANARDANA	8901207019234	300490	12.00
2576	DABUR TOMAT0 PUREE 200G	8901207014642	20029000	18.00
2577	DUBUR C0CONUT MILK 200ML	8901207014147	20098990	18.00
2578	LAL TAIL 200ML	8901207008382	300490	18.00
2579	HAJMOLA PUDINA	8901207007545	30049099	12.00
2580	DABUR CHYAWANPRASH 250GM	8901207006241	300490	18.00
2581	DADUR CHYAWANPRAKASH  900G	8901207005671	30049011	18.00
2582	DABUR HONEY 1OOG	8901207005374	04090000	0.00
2583	REAL FRUIT ORANGE 1L	8901207005121	22029920	12.00
2584	GINGER GARLIC PASTE 200GM	8901207004551	20049000	5.00
2585	REAL FRUIT POMEGRANATE  1L	8901207004421	22029920	5.00
2586	REAL FRUIT POWER LITCHI	8901207004414	220299220	5.00
2587	REAL FRUIT POWER GUAVA 120/-	8901207004407	22029920	12.00
2588	REAL FRUIT MANGO 1L	8901207004391	22029920	12.00
2589	LAL TAIL 100ML	8901207003875	300490	18.00
2590	LAL TAIL 50ML	8901207003868	300490	18.00
2591	DUBUR ANMOL 90ML	8901207001123	15131900	18.00
2592	LUXOR CD PERMANENT MARKER GREEN	8901198127680	96101000	12.00
